period,lau,name,registered_unemployed,registered_unemployed_females,disponible_unemployed,low_educated,long_term,unemployment_inflow,unemployment_outflow,below_25,over_55,vacancies,pop_period,TOTAL,Y15-64,Y15-64-females
2024-10-01,PL2173,Powiat tarnowski,3915,2281,,638,1546,,,805,531,190,2023,197335,132216,64783
2024-10-01,CZ0804,Nový Jičín,3922,2040,3728,973,1131,557,615,555,1066,2734,2023,151781,96388,46736
2024-10-01,SK0411,Bardejov,3982,2116,3317,1729,2089,306,343,719,594,342,2023,75547,49826,24002
2024-10-01,SK0428,Rožňava,3997,2162,3172,1948,2273,207,225,512,733,135,2023,58422,38153,18718
2024-10-01,SK0227,Prievidza,4007,1881,3629,568,1125,457,490,455,851,1775,2023,128613,84618,41330
2024-10-01,CZ0714,Přerov,4011,2178,3772,1318,1495,479,514,638,1045,2132,2023,128304,80839,39528
2024-10-01,CZ0647,Znojmo,4088,2226,3884,1063,1317,577,548,685,1036,1763,2023,116110,73153,35886
2024-10-01,HU3119,Ózdi Járás,4097,2200,,2416,,,,553,1076,,2023,49011,30881,15146
2024-10-01,CZ0801,Bruntál,4139,2335,3907,1613,1849,458,417,637,1095,664,2023,89168,56044,27061
2024-10-01,CZ0323,Plzeň-město,4231,2424,3845,1248,1051,826,751,629,995,6549,2023,206013,132799,66729
2024-10-01,PL8221,Powiat jarosławski,4257,2192,,899,1985,,,619,643,60,2023,115865,76546,37654
2024-10-01,CZ0805,Opava,4272,2180,4012,1198,1336,572,531,693,1093,1139,2023,175239,110603,54636
2024-10-01,PL7216,Powiat m.Kielce,4338,1941,,722,1598,,,320,800,456,2023,182295,113157,57920
2024-10-01,PL8234,Powiat rzeszowski,4410,2119,,785,2160,,,638,651,44,2023,175777,116240,57266
2024-10-01,PL2142,Powiat krakowski,4456,2173,,907,1774,,,598,756,421,2023,302347,198221,99110
2024-10-01,HU3213,Debreceni Járás,4576,2434,,1175,,,,350,1731,,2023,215542,143854,72578
2024-10-01,PL9124,Powiat wołomiński,4593,2141,,1265,1695,,,499,762,210,2023,275871,182649,92136
2024-10-01,PL8213,Powiat jasielski,4685,2750,,762,2366,,,687,607,123,2023,108819,72203,35434
2024-10-01,CZ0426,Teplice,4700,2768,4399,2254,1544,597,668,980,990,2310,2023,127918,82231,40342
2024-10-01,PL8236,Powiat m.Rzeszów,4917,2459,,825,2456,,,413,809,241,2023,197268,128065,65621
2024-10-01,CZ0643,Brno-venkov,4956,2753,4636,949,1481,597,675,789,1231,5214,2023,233529,147568,72877
2024-10-01,CZ0203,Kladno,4976,2762,4592,2092,1956,640,743,819,1222,2829,2023,170272,109282,54381
2024-10-01,CZ0421,Děčín,5066,2783,4702,2267,1776,607,622,1063,1039,774,2023,126534,79252,38436
2024-10-01,CZ0427,Ústí nad Labem,5116,2788,4657,2638,2077,598,618,918,1155,1353,2023,118433,75384,37075
2024-10-01,PL2183,Powiat nowosądecki,5252,3401,,628,2234,,,1059,739,141,2023,215034,142404,69792
2024-10-01,SK0426,Košice - okolie,5333,3023,4320,2438,2566,472,364,797,920,237,2023,131955,86733,42532
2024-10-01,SK041D,Vranov nad Topľou,5389,3051,4096,2637,2935,408,349,877,854,290,2023,79295,52186,25539
2024-10-01,CZ0802,Frýdek-Místek,5443,2628,5073,977,1717,694,825,732,1560,2514,2023,214599,136132,66613
2024-10-01,SK0427,Michalovce,5462,2949,4064,2304,2954,319,340,841,919,781,2023,108132,72069,35632
2024-10-01,SK0413,Kežmarok,5540,2967,4720,3408,3124,352,389,839,739,206,2023,75188,48572,23678
2024-10-01,SK042B,Trebišov,5545,3037,4101,2277,3229,305,346,727,1011,417,2023,103002,68067,33495
2024-10-01,CZ0513,Liberec,5552,3125,4872,2018,1695,825,789,959,1390,3037,2023,180809,115412,57307
2024-10-01,PL6171,Powiat inowrocławski,5577,3157,,1549,2432,,,766,756,152,2023,150555,98150,48826
2024-10-01,PL5172,Powiat kłodzki,5604,2703,,1712,2533,,,608,944,162,2023,146952,93442,46395
2024-10-01,CZ0645,Hodonín,5700,2911,5272,1385,2279,620,600,856,1463,1007,2023,151614,95985,46444
2024-10-01,CZ0422,Chomutov,5926,3353,5607,3135,2713,628,760,923,1585,3113,2023,123947,80971,39733
2024-10-01,PL4241,Powiat m.Szczecin,5947,2901,,1274,1783,,,483,1143,702,2023,389066,248831,126299
2024-10-01,CZ0712,Olomouc,5989,3138,5685,1593,1548,890,980,1059,1396,3603,2023,238843,150090,74565
2024-10-01,SK0417,Prešov,5989,3188,4713,2366,2800,494,621,830,988,676,2023,174741,113311,55897
2024-10-01,CZ0425,Most,6274,3531,5828,3553,2508,595,712,1133,1519,1424,2023,107952,69565,34172
2024-10-01,PL5141,Powiat m.Wrocław,6432,3132,,1320,2149,,,342,1265,999,2023,673743,443390,226731
2024-10-01,PL6331,Powiat m.Gdańsk,6609,3581,,1708,2444,,,491,1139,797,2023,487371,317603,162455
2024-10-01,PL8413,Powiat m.Białystok,6776,3012,,1677,2784,,,502,1171,275,2023,291688,189730,97228
2024-10-01,PL8145,Powiat m.Lublin,6960,3238,,1758,2840,,,588,1142,314,2023,329565,210150,109105
2024-10-01,PL9215,Powiat radomski,7221,3468,,1951,3352,,,1030,1011,88,2023,151331,99737,48767
2024-10-01,HU3118,Miskolci Járás,7334,3854,,2830,,,,761,2195,,2023,225174,144969,72070
2024-10-01,SK0329,Rimavská Sobota,7356,3908,5175,4292,4600,354,284,1029,1289,232,2023,79655,52522,25853
2024-10-01,PL9218,Powiat m.Radom,7856,3671,,2065,3484,,,669,1357,129,2023,196005,124020,62135
2024-10-01,PL2131,Powiat m.Kraków,10421,5065,,2561,3332,,,646,2070,1976,2023,806201,534166,276985
2024-10-01,CZ0803,Karviná,13621,6474,12808,4939,6660,1215,1306,1705,4079,1293,2023,240831,153837,75049
2024-10-01,CZ0806,Ostrava-město,13634,6867,12358,5202,5007,1570,1566,2001,3587,4711,2023,317586,204198,100438
2024-10-01,CZ0642,Brno-město,14093,7770,12946,4277,5142,1694,1682,2009,3067,7182,2023,400566,256067,127318
2024-10-01,PL7111,Powiat m.Łódź,15028,7157,,5991,6352,,,916,3107,835,2023,652015,404938,208876
2024-10-01,PL9112,Powiat m. st. Warszawa,18946,9003,,5182,5723,,,1024,3717,1511,2023,1861599,1211731,635065
2024-10-01,CZ0100,Hlavní město Praha,28261,15764,25551,7541,8190,4043,4545,3451,6346,81599,2023,1384732,909437,455698
